fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id,Acid_Ratio,Sulfur_Ratio,Sugar_Alcohol_Ratio,Total_Acidity,pH_Category,Alcohol_Sulphates_Interaction
10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,5,656,0.04018691588785047,0.25,0.22916666666666669,11.52,Very Low,4.8
12.0,0.5,0.59,1.4,0.073,23.0,42.0,0.998,2.92,0.68,10.5,7,657,0.041666666666666664,0.5476190476190477,0.13333333333333333,13.09,Very Low,7.140000000000001
7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,6,658,0.07222222222222223,0.25,0.14583333333333334,7.790000000000001,Low,7.776
7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,6,660,0.07222222222222223,0.25,0.14583333333333334,7.790000000000001,Low,7.776
7.5,0.42,0.31,1.6,0.08,15.0,42.0,0.9978,3.31,0.64,9.0,5,661,0.056,0.35714285714285715,0.17777777777777778,8.23,Low,5.76
7.2,0.57,0.06,1.6,0.076,9.0,27.0,0.9972,3.36,0.7,9.6,6,662,0.07916666666666666,0.3333333333333333,0.16666666666666669,7.83,Low,6.72
9.4,0.59,0.14,2.0,0.084,25.0,48.0,0.9981,3.14,0.56,9.7,5,665,0.0627659574468085,0.5208333333333334,0.2061855670103093,10.13,Low,5.432
8.3,0.49,0.36,1.8,0.222,6.0,16.0,0.998,3.18,0.6,9.5,6,666,0.05903614457831325,0.375,0.18947368421052632,9.15,Low,5.7
11.3,0.34,0.45,2.0,0.0819999999999999,6.0,15.0,0.9988,2.94,0.66,9.2,6,667,0.03008849557522124,0.4,0.2173913043478261,12.09,Very Low,6.072
11.3,0.34,0.45,2.0,0.0819999999999999,6.0,15.0,0.9988,2.94,0.66,9.2,6,669,0.03008849557522124,0.4,0.2173913043478261,12.09,Very Low,6.072
8.2,0.73,0.21,1.7,0.074,5.0,13.0,0.9968,3.2,0.52,9.5,5,671,0.08902439024390245,0.38461538461538464,0.17894736842105263,9.14,Low,4.94
8.2,0.73,0.21,1.7,0.074,5.0,13.0,0.9968,3.2,0.52,9.5,5,673,0.08902439024390245,0.38461538461538464,0.17894736842105263,9.14,Low,4.94
10.8,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67,9.3,6,676,0.037037037037037035,0.4117647058823529,0.23655913978494625,11.610000000000001,Low,6.231000000000001
8.6,0.8,0.11,2.3,0.084,12.0,31.0,0.9979,3.4,0.48,9.9,5,677,0.0930232558139535,0.3870967741935484,0.2323232323232323,9.51,Low,4.752
8.3,0.78,0.1,2.6,0.081,45.0,87.0,0.9983,3.48,0.53,10.0,5,678,0.09397590361445783,0.5172413793103449,0.26,9.18,Moderate,5.300000000000001
10.8,0.26,0.45,3.3,0.06,20.0,49.0,0.9972,3.13,0.54,9.6,5,679,0.024074074074074074,0.40816326530612246,0.34375,11.51,Low,5.184
8.0,0.45,0.23,2.2,0.094,16.0,29.0,0.9962,3.21,0.49,10.2,6,681,0.05625,0.5517241379310345,0.21568627450980396,8.68,Low,4.997999999999999
8.5,0.46,0.31,2.25,0.078,32.0,58.0,0.998,3.33,0.54,9.8,5,682,0.054117647058823534,0.5517241379310345,0.22959183673469385,9.270000000000001,Low,5.292000000000001
8.1,0.78,0.23,2.6,0.059,5.0,15.0,0.997,3.37,0.56,11.3,5,683,0.09629629629629631,0.3333333333333333,0.23008849557522124,9.11,Low,6.328000000000001
9.8,0.98,0.32,2.3,0.078,35.0,152.0,0.998,3.25,0.48,9.4,5,684,0.09999999999999999,0.23026315789473684,0.24468085106382975,11.100000000000001,Low,4.512
8.1,0.78,0.23,2.6,0.059,5.0,15.0,0.997,3.37,0.56,11.3,5,685,0.09629629629629631,0.3333333333333333,0.23008849557522124,9.11,Low,6.328000000000001
7.7,0.66,0.04,1.6,0.039,4.0,9.0,0.9962,3.4,0.47,9.4,5,688,0.08571428571428572,0.4444444444444444,0.1702127659574468,8.399999999999999,Low,4.418
8.1,0.38,0.48,1.8,0.157,5.0,17.0,0.9976,3.3,1.05,9.4,5,689,0.04691358024691358,0.29411764705882354,0.19148936170212766,8.96,Low,9.870000000000001
9.2,0.92,0.24,2.6,0.087,12.0,93.0,0.9998,3.48,0.54,9.8,5,691,0.1,0.12903225806451613,0.2653061224489796,10.36,Moderate,5.292000000000001
8.6,0.49,0.51,2.0,0.422,16.0,62.0,0.9979,3.03,1.17,9.0,5,692,0.056976744186046514,0.25806451612903225,0.2222222222222222,9.6,Low,10.53
9.0,0.48,0.32,2.8,0.084,21.0,122.0,0.9984,3.32,0.62,9.4,5,693,0.05333333333333333,0.1721311475409836,0.2978723404255319,9.8,Low,5.828
9.0,0.47,0.31,2.7,0.084,24.0,125.0,0.9984,3.31,0.61,9.4,5,694,0.05222222222222222,0.192,0.2872340425531915,9.780000000000001,Low,5.734
5.1,0.47,0.02,1.3,0.034,18.0,44.0,0.9921,3.9,0.62,12.8,6,695,0.09215686274509804,0.4090909090909091,0.1015625,5.589999999999999,Moderate,7.936
7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,6,697,0.09285714285714286,0.32,0.2210526315789474,7.67,Moderate,6.365
9.4,0.615,0.28,3.2,0.087,18.0,72.0,1.0001,3.31,0.53,9.7,5,698,0.06542553191489361,0.25,0.3298969072164949,10.295,Low,5.141
11.8,0.38,0.55,2.1,0.071,5.0,19.0,0.9986,3.11,0.62,10.8,6,699,0.03220338983050847,0.2631578947368421,0.19444444444444445,12.730000000000002,Low,6.696000000000001
10.6,1.02,0.43,2.9,0.076,26.0,88.0,0.9984,3.08,0.57,10.1,6,700,0.09622641509433963,0.29545454545454547,0.2871287128712871,12.049999999999999,Low,5.757
7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,6,701,0.09285714285714286,0.32,0.2210526315789474,7.67,Moderate,6.365
7.0,0.64,0.02,2.1,0.067,9.0,23.0,0.997,3.47,0.67,9.4,6,702,0.09142857142857143,0.391304347826087,0.22340425531914893,7.659999999999999,Moderate,6.298000000000001
7.5,0.38,0.48,2.6,0.073,22.0,84.0,0.9972,3.32,0.7,9.6,4,703,0.050666666666666665,0.2619047619047619,0.27083333333333337,8.36,Low,6.72
9.1,0.765,0.04,1.6,0.078,4.0,14.0,0.998,3.29,0.54,9.7,4,704,0.08406593406593407,0.2857142857142857,0.16494845360824745,9.905,Low,5.2379999999999995
8.4,1.035,0.15,6.0,0.073,11.0,54.0,0.999,3.37,0.49,9.9,5,705,0.12321428571428569,0.2037037037037037,0.6060606060606061,9.585,Low,4.851
7.0,0.78,0.08,2.0,0.093,10.0,19.0,0.9956,3.4,0.47,10.0,5,706,0.11142857142857143,0.5263157894736842,0.2,7.86,Low,4.699999999999999
7.4,0.49,0.19,3.0,0.077,16.0,37.0,0.9966,3.37,0.51,10.5,5,707,0.0662162162162162,0.43243243243243246,0.2857142857142857,8.08,Low,5.355
7.8,0.545,0.12,2.5,0.068,11.0,35.0,0.996,3.34,0.61,11.6,6,708,0.06987179487179487,0.3142857142857143,0.21551724137931036,8.465,Low,7.076
10.6,1.025,0.43,2.8,0.08,21.0,84.0,0.9985,3.06,0.57,10.1,5,710,0.09669811320754716,0.25,0.2772277227722772,12.055,Low,5.757
8.9,0.565,0.34,3.0,0.093,16.0,112.0,0.9998,3.38,0.61,9.5,5,711,0.06348314606741572,0.14285714285714285,0.3157894736842105,9.805,Low,5.795
9.9,0.74,0.28,2.6,0.078,21.0,77.0,0.998,3.28,0.51,9.8,5,714,0.07474747474747474,0.2727272727272727,0.2653061224489796,10.92,Low,4.998
7.6,0.46,0.11,2.6,0.079,12.0,49.0,0.9968,3.21,0.57,10.0,5,717,0.06052631578947369,0.24489795918367346,0.26,8.17,Low,5.699999999999999
8.4,0.56,0.04,2.0,0.0819999999999999,10.0,22.0,0.9976,3.22,0.44,9.6,5,718,0.06666666666666667,0.45454545454545453,0.20833333333333334,9.0,Low,4.224
7.1,0.66,0.0,3.9,0.086,17.0,45.0,0.9976,3.46,0.54,9.5,5,719,0.09295774647887325,0.37777777777777777,0.4105263157894737,7.76,Moderate,5.130000000000001
8.4,0.56,0.04,2.0,0.0819999999999999,10.0,22.0,0.9976,3.22,0.44,9.6,5,720,0.06666666666666667,0.45454545454545453,0.20833333333333334,9.0,Low,4.224
8.9,0.48,0.24,2.85,0.094,35.0,106.0,0.9982,3.1,0.53,9.2,5,721,0.053932584269662916,0.330188679245283,0.3097826086956522,9.620000000000001,Low,4.8759999999999994
7.1,0.31,0.3,2.2,0.053,36.0,127.0,0.9965,2.94,1.62,9.5,5,723,0.04366197183098592,0.28346456692913385,0.23157894736842108,7.709999999999999,Very Low,15.39
9.0,0.66,0.17,3.0,0.077,5.0,13.0,0.9976,3.29,0.55,10.4,5,725,0.07333333333333333,0.38461538461538464,0.28846153846153844,9.83,Low,5.720000000000001
8.1,0.72,0.09,2.8,0.084,18.0,49.0,0.9994,3.43,0.72,11.1,6,726,0.08888888888888889,0.3673469387755102,0.25225225225225223,8.91,Moderate,7.991999999999999
6.4,0.57,0.02,1.8,0.067,4.0,11.0,0.997,3.46,0.68,9.5,5,727,0.08906249999999999,0.36363636363636365,0.18947368421052632,6.99,Moderate,6.460000000000001
6.4,0.57,0.02,1.8,0.067,4.0,11.0,0.997,3.46,0.68,9.5,5,728,0.08906249999999999,0.36363636363636365,0.18947368421052632,6.99,Moderate,6.460000000000001
6.4,0.865,0.03,3.2,0.071,27.0,58.0,0.995,3.61,0.49,12.7,6,729,0.13515624999999998,0.46551724137931033,0.2519685039370079,7.295000000000001,Moderate,6.223
9.5,0.55,0.66,2.3,0.387,12.0,37.0,0.9982,3.17,0.67,9.6,5,730,0.05789473684210527,0.32432432432432434,0.23958333333333331,10.71,Low,6.432
8.9,0.875,0.13,3.45,0.088,4.0,14.0,0.9994,3.44,0.52,11.5,5,731,0.09831460674157302,0.2857142857142857,0.3,9.905000000000001,Moderate,5.98
7.3,0.835,0.03,2.1,0.092,10.0,19.0,0.9966,3.39,0.47,9.6,5,732,0.11438356164383562,0.5263157894736842,0.21875000000000003,8.165,Low,4.512
7.0,0.45,0.34,2.7,0.0819999999999999,16.0,72.0,0.998,3.55,0.6,9.5,5,733,0.0642857142857143,0.2222222222222222,0.28421052631578947,7.79,Moderate,5.7
7.7,0.56,0.2,2.0,0.075,9.0,39.0,0.9987,3.48,0.62,9.3,5,734,0.07272727272727274,0.23076923076923078,0.2150537634408602,8.459999999999999,Moderate,5.766
7.7,0.965,0.1,2.1,0.1119999999999999,11.0,22.0,0.9963,3.26,0.5,9.5,5,736,0.1253246753246753,0.5,0.2210526315789474,8.765,Low,4.75
8.2,0.59,0.0,2.5,0.093,19.0,58.0,1.0002,3.5,0.65,9.3,6,737,0.07195121951219513,0.3275862068965517,0.26881720430107525,8.79,Moderate,6.045000000000001
9.0,0.69,0.0,2.4,0.088,19.0,38.0,0.999,3.35,0.6,9.3,5,739,0.07666666666666666,0.5,0.25806451612903225,9.69,Low,5.58
8.3,0.76,0.29,4.2,0.075,12.0,16.0,0.9965,3.45,0.68,11.5,6,740,0.09156626506024096,0.75,0.3652173913043478,9.35,Moderate,7.82
9.2,0.53,0.24,2.6,0.078,28.0,139.0,0.99788,3.21,0.57,9.5,5,741,0.05760869565217392,0.2014388489208633,0.2736842105263158,9.969999999999999,Low,5.414999999999999
11.1,0.39,0.54,2.7,0.095,21.0,101.0,1.0001,3.13,0.51,9.5,5,744,0.03513513513513514,0.2079207920792079,0.28421052631578947,12.030000000000001,Low,4.845
7.3,0.51,0.18,2.1,0.07,12.0,28.0,0.99768,3.52,0.73,9.5,6,745,0.06986301369863014,0.42857142857142855,0.2210526315789474,7.989999999999999,Moderate,6.935
8.2,0.34,0.38,2.5,0.08,12.0,57.0,0.9978,3.3,0.47,9.0,6,746,0.04146341463414635,0.21052631578947367,0.2777777777777778,8.92,Low,4.2299999999999995
7.2,0.5,0.18,2.1,0.071,12.0,31.0,0.99761,3.52,0.72,9.6,6,748,0.06944444444444445,0.3870967741935484,0.21875000000000003,7.88,Moderate,6.912
7.3,0.51,0.18,2.1,0.07,12.0,28.0,0.99768,3.52,0.73,9.5,6,749,0.06986301369863014,0.42857142857142855,0.2210526315789474,7.989999999999999,Moderate,6.935
8.3,0.65,0.1,2.9,0.089,17.0,40.0,0.99803,3.29,0.55,9.5,5,750,0.0783132530120482,0.425,0.30526315789473685,9.05,Low,5.2250000000000005
7.6,0.54,0.13,2.5,0.0969999999999999,24.0,66.0,0.99785,3.39,0.61,9.4,5,752,0.07105263157894738,0.36363636363636365,0.26595744680851063,8.270000000000001,Low,5.734
8.3,0.65,0.1,2.9,0.089,17.0,40.0,0.99803,3.29,0.55,9.5,5,753,0.0783132530120482,0.425,0.30526315789473685,9.05,Low,5.2250000000000005
7.8,0.48,0.68,1.7,0.415,14.0,32.0,0.99656,3.09,1.06,9.1,6,754,0.061538461538461535,0.4375,0.18681318681318682,8.959999999999999,Low,9.646
7.8,0.91,0.07,1.9,0.0579999999999999,22.0,47.0,0.99525,3.51,0.43,10.7,6,755,0.11666666666666667,0.46808510638297873,0.17757009345794392,8.78,Moderate,4.601
6.3,0.98,0.01,2.0,0.057,15.0,33.0,0.99488,3.6,0.46,11.2,6,756,0.15555555555555556,0.45454545454545453,0.17857142857142858,7.289999999999999,Moderate,5.152
8.1,0.87,0.0,2.2,0.084,10.0,31.0,0.99656,3.25,0.5,9.8,5,757,0.10740740740740741,0.3225806451612903,0.22448979591836735,8.969999999999999,Low,4.9
8.1,0.87,0.0,2.2,0.084,10.0,31.0,0.99656,3.25,0.5,9.8,5,758,0.10740740740740741,0.3225806451612903,0.22448979591836735,8.969999999999999,Low,4.9
8.8,0.42,0.21,2.5,0.092,33.0,88.0,0.99823,3.19,0.52,9.2,5,759,0.04772727272727272,0.375,0.27173913043478265,9.430000000000001,Low,4.784
9.0,0.58,0.25,2.8,0.075,9.0,104.0,0.99779,3.23,0.57,9.7,5,760,0.06444444444444444,0.08653846153846154,0.288659793814433,9.83,Low,5.528999999999999
9.3,0.655,0.26,2.0,0.096,5.0,35.0,0.99738,3.25,0.42,9.6,5,761,0.07043010752688172,0.14285714285714285,0.20833333333333334,10.215,Low,4.032
8.8,0.7,0.0,1.7,0.069,8.0,19.0,0.99701,3.31,0.53,10.0,6,762,0.07954545454545453,0.42105263157894735,0.16999999999999998,9.5,Low,5.300000000000001
9.1,0.68,0.11,2.8,0.093,11.0,44.0,0.99888,3.31,0.55,9.5,6,764,0.07472527472527474,0.25,0.29473684210526313,9.889999999999999,Low,5.2250000000000005
9.2,0.67,0.1,3.0,0.091,12.0,48.0,0.99888,3.31,0.54,9.5,6,765,0.07282608695652175,0.25,0.3157894736842105,9.969999999999999,Low,5.130000000000001
8.8,0.59,0.18,2.9,0.089,12.0,74.0,0.99738,3.14,0.54,9.4,5,766,0.06704545454545453,0.16216216216216217,0.30851063829787234,9.57,Low,5.0760000000000005
7.1,0.59,0.02,2.3,0.0819999999999999,24.0,94.0,0.99744,3.55,0.53,9.7,6,768,0.08309859154929577,0.2553191489361702,0.23711340206185566,7.709999999999999,Moderate,5.141
7.9,0.72,0.01,1.9,0.076,7.0,32.0,0.99668,3.39,0.54,9.6,5,769,0.0911392405063291,0.21875,0.19791666666666666,8.63,Low,5.184
7.1,0.59,0.02,2.3,0.0819999999999999,24.0,94.0,0.99744,3.55,0.53,9.7,6,770,0.08309859154929577,0.2553191489361702,0.23711340206185566,7.709999999999999,Moderate,5.141
9.4,0.685,0.26,2.4,0.0819999999999999,23.0,143.0,0.9978,3.28,0.55,9.4,5,771,0.07287234042553192,0.16083916083916083,0.2553191489361702,10.345,Low,5.170000000000001
9.5,0.57,0.27,2.3,0.0819999999999999,23.0,144.0,0.99782,3.27,0.55,9.4,5,772,0.06,0.1597222222222222,0.24468085106382975,10.34,Low,5.170000000000001
7.9,0.4,0.29,1.8,0.157,1.0,44.0,0.9973,3.3,0.92,9.5,6,773,0.05063291139240506,0.022727272727272728,0.18947368421052632,8.59,Low,8.74
7.2,1.0,0.0,3.0,0.102,7.0,16.0,0.99586,3.43,0.46,10.0,5,775,0.1388888888888889,0.4375,0.3,8.2,Moderate,4.6000000000000005
6.9,0.635,0.17,2.4,0.241,6.0,18.0,0.9961,3.4,0.59,10.3,6,777,0.09202898550724638,0.3333333333333333,0.23300970873786406,7.705,Low,6.077
8.3,0.43,0.3,3.4,0.079,7.0,34.0,0.99788,3.36,0.61,10.5,5,778,0.05180722891566265,0.20588235294117646,0.3238095238095238,9.030000000000001,Low,6.405
7.1,0.52,0.03,2.6,0.076,21.0,92.0,0.99745,3.5,0.6,9.8,5,779,0.07323943661971831,0.22826086956521738,0.2653061224489796,7.6499999999999995,Moderate,5.88
7.0,0.57,0.0,2.0,0.19,12.0,45.0,0.99676,3.31,0.6,9.4,6,780,0.08142857142857142,0.26666666666666666,0.2127659574468085,7.57,Low,5.64
6.5,0.46,0.14,2.4,0.114,9.0,37.0,0.99732,3.66,0.65,9.8,5,781,0.07076923076923078,0.24324324324324326,0.24489795918367344,7.1,Moderate,6.370000000000001
7.1,0.59,0.01,2.5,0.077,20.0,85.0,0.99746,3.55,0.59,9.8,5,784,0.08309859154929577,0.23529411764705882,0.25510204081632654,7.699999999999999,Moderate,5.782
9.9,0.35,0.41,2.3,0.083,11.0,61.0,0.9982,3.21,0.5,9.5,5,785,0.03535353535353535,0.18032786885245902,0.2421052631578947,10.66,Low,4.75
10.0,0.56,0.24,2.2,0.079,19.0,58.0,0.9991,3.18,0.56,10.1,6,787,0.05600000000000001,0.3275862068965517,0.21782178217821785,10.8,Low,5.656000000000001
10.0,0.56,0.24,2.2,0.079,19.0,58.0,0.9991,3.18,0.56,10.1,6,788,0.05600000000000001,0.3275862068965517,0.21782178217821785,10.8,Low,5.656000000000001
8.6,0.63,0.17,2.9,0.099,21.0,119.0,0.998,3.09,0.52,9.3,5,789,0.07325581395348837,0.17647058823529413,0.31182795698924726,9.4,Low,4.836
7.4,0.37,0.43,2.6,0.0819999999999999,18.0,82.0,0.99708,3.33,0.68,9.7,6,790,0.049999999999999996,0.21951219512195122,0.2680412371134021,8.200000000000001,Low,6.596
8.8,0.64,0.17,2.9,0.084,25.0,130.0,0.99818,3.23,0.54,9.6,5,791,0.07272727272727272,0.19230769230769232,0.3020833333333333,9.610000000000001,Low,5.184
7.1,0.61,0.02,2.5,0.081,17.0,87.0,0.99745,3.48,0.6,9.7,6,792,0.08591549295774648,0.19540229885057472,0.2577319587628866,7.7299999999999995,Moderate,5.819999999999999
7.7,0.6,0.0,2.6,0.055,7.0,13.0,0.99639,3.38,0.56,10.8,5,793,0.07792207792207792,0.5384615384615384,0.24074074074074073,8.3,Low,6.048000000000001
10.1,0.27,0.54,2.3,0.065,7.0,26.0,0.99531,3.17,0.53,12.5,6,794,0.026732673267326736,0.2692307692307692,0.184,10.91,Low,6.625
10.8,0.89,0.3,2.6,0.132,7.0,60.0,0.99786,2.99,1.18,10.2,5,795,0.0824074074074074,0.11666666666666667,0.25490196078431376,11.990000000000002,Very Low,12.035999999999998
8.7,0.46,0.31,2.5,0.126,24.0,64.0,0.99746,3.1,0.74,9.6,5,796,0.05287356321839081,0.375,0.2604166666666667,9.47,Low,7.104
9.3,0.37,0.44,1.6,0.038,21.0,42.0,0.99526,3.24,0.81,10.8,7,797,0.039784946236559135,0.5,0.14814814814814814,10.11,Low,8.748000000000001
9.4,0.5,0.34,3.6,0.0819999999999999,5.0,14.0,0.9987,3.29,0.52,10.7,6,799,0.05319148936170213,0.35714285714285715,0.33644859813084116,10.24,Low,5.564
8.6,0.55,0.09,3.3,0.068,8.0,17.0,0.99735,3.23,0.44,10.0,5,801,0.06395348837209303,0.47058823529411764,0.32999999999999996,9.24,Low,4.4
5.1,0.585,0.0,1.7,0.044,14.0,86.0,0.99264,3.56,0.94,12.9,7,802,0.11470588235294117,0.16279069767441862,0.1317829457364341,5.685,Moderate,12.126
7.7,0.56,0.08,2.5,0.114,14.0,46.0,0.9971,3.24,0.66,9.6,6,803,0.07272727272727274,0.30434782608695654,0.2604166666666667,8.34,Low,6.336
8.4,0.52,0.22,2.7,0.084,4.0,18.0,0.99682,3.26,0.57,9.9,6,804,0.06190476190476191,0.2222222222222222,0.27272727272727276,9.14,Low,5.643
8.4,0.25,0.39,2.0,0.0409999999999999,4.0,10.0,0.99386,3.27,0.71,12.5,7,806,0.02976190476190476,0.4,0.16,9.040000000000001,Low,8.875
7.4,0.53,0.12,1.9,0.165,4.0,12.0,0.99702,3.26,0.86,9.2,5,808,0.07162162162162163,0.3333333333333333,0.20652173913043478,8.05,Low,7.911999999999999
7.6,0.48,0.31,2.8,0.07,4.0,15.0,0.99693,3.22,0.55,10.3,6,809,0.06315789473684211,0.26666666666666666,0.27184466019417475,8.39,Low,5.665000000000001
7.3,0.49,0.1,2.6,0.068,4.0,14.0,0.99562,3.3,0.47,10.5,5,810,0.06712328767123288,0.2857142857142857,0.24761904761904763,7.89,Low,4.935
12.9,0.5,0.55,2.8,0.072,7.0,24.0,1.00012,3.09,0.68,10.9,6,811,0.03875968992248062,0.2916666666666667,0.2568807339449541,13.950000000000001,Low,7.412000000000001
6.9,0.39,0.24,2.1,0.102,4.0,7.0,0.99462,3.44,0.58,11.4,4,813,0.05652173913043478,0.5714285714285714,0.18421052631578946,7.53,Moderate,6.612
12.6,0.41,0.54,2.8,0.103,19.0,41.0,0.99939,3.21,0.76,11.3,6,814,0.03253968253968254,0.4634146341463415,0.247787610619469,13.55,Low,8.588000000000001
9.1,0.66,0.15,3.2,0.0969999999999999,9.0,59.0,0.99976,3.28,0.54,9.6,5,819,0.07252747252747253,0.15254237288135594,0.33333333333333337,9.91,Low,5.184
7.0,0.685,0.0,1.9,0.099,9.0,22.0,0.99606,3.34,0.6,9.7,5,820,0.09785714285714286,0.4090909090909091,0.1958762886597938,7.6850000000000005,Low,5.819999999999999
4.9,0.42,0.0,2.1,0.048,16.0,42.0,0.99154,3.71,0.74,14.0,7,821,0.0857142857142857,0.38095238095238093,0.15,5.32,Moderate,10.36
6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,5,823,0.08059701492537313,0.4166666666666667,0.2040816326530612,7.37,Moderate,6.272
7.1,0.48,0.28,2.8,0.068,6.0,16.0,0.99682,3.24,0.53,10.3,5,824,0.06760563380281691,0.375,0.27184466019417475,7.86,Low,5.4590000000000005
7.5,0.27,0.34,2.3,0.05,4.0,8.0,0.9951,3.4,0.64,11.0,7,826,0.036000000000000004,0.5,0.20909090909090908,8.11,Low,7.04
7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,5,827,0.06478873239436621,0.40540540540540543,0.2616822429906542,7.699999999999999,Low,5.242999999999999
7.5,0.685,0.07,2.5,0.0579999999999999,5.0,9.0,0.99632,3.38,0.55,10.9,4,830,0.09133333333333334,0.5555555555555556,0.2293577981651376,8.255,Low,5.995000000000001
5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,6,831,0.10338983050847457,0.6666666666666666,0.1891891891891892,6.590000000000001,Moderate,8.547
11.6,0.47,0.44,1.6,0.147,36.0,51.0,0.99836,3.38,0.86,9.9,4,833,0.04051724137931034,0.7058823529411765,0.16161616161616163,12.51,Low,8.514
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7,836,0.041791044776119404,0.36,0.20512820512820512,7.260000000000001,Low,4.563
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7,837,0.041791044776119404,0.36,0.20512820512820512,7.260000000000001,Low,4.563
10.1,0.31,0.35,1.6,0.075,9.0,28.0,0.99672,3.24,0.83,11.2,7,838,0.030693069306930693,0.32142857142857145,0.14285714285714288,10.76,Low,9.296
6.6,0.66,0.0,3.0,0.115,21.0,31.0,0.99629,3.45,0.63,10.3,5,841,0.1,0.6774193548387096,0.2912621359223301,7.26,Moderate,6.489000000000001
10.6,0.5,0.45,2.6,0.119,34.0,68.0,0.99708,3.23,0.72,10.9,6,842,0.04716981132075472,0.5,0.23853211009174313,11.549999999999999,Low,7.848
7.1,0.685,0.35,2.0,0.088,9.0,92.0,0.9963,3.28,0.62,9.4,5,843,0.09647887323943663,0.09782608695652174,0.2127659574468085,8.135,Low,5.828
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,5,846,0.09999999999999999,0.45161290322580644,0.18367346938775508,7.25,Moderate,6.468000000000001
7.4,0.68,0.16,1.8,0.078,12.0,39.0,0.9977,3.5,0.7,9.9,6,847,0.0918918918918919,0.3076923076923077,0.18181818181818182,8.24,Moderate,6.93
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,5,848,0.09999999999999999,0.45161290322580644,0.18367346938775508,7.25,Moderate,6.468000000000001
9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,5,850,0.046236559139784944,0.4090909090909091,0.19999999999999998,10.17,Low,5.2250000000000005
9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,5,851,0.046236559139784944,0.4090909090909091,0.19999999999999998,10.17,Low,5.2250000000000005
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,6,853,0.038709677419354833,0.7454545454545455,0.13761467889908258,10.05,Moderate,7.957
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,6,854,0.038709677419354833,0.7454545454545455,0.13761467889908258,10.05,Moderate,7.957
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,6,856,0.038709677419354833,0.7454545454545455,0.13761467889908258,10.05,Moderate,7.957
8.2,0.26,0.34,2.5,0.073,16.0,47.0,0.99594,3.4,0.78,11.3,7,857,0.03170731707317073,0.3404255319148936,0.22123893805309733,8.799999999999999,Low,8.814
11.7,0.28,0.47,1.7,0.054,17.0,32.0,0.99686,3.15,0.67,10.6,7,858,0.023931623931623937,0.53125,0.16037735849056603,12.45,Low,7.102
7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,5,860,0.08611111111111111,0.17647058823529413,0.28421052631578947,7.88,Moderate,5.130000000000001
7.5,0.42,0.32,2.7,0.067,7.0,25.0,0.99628,3.24,0.44,10.4,5,862,0.056,0.28,0.25961538461538464,8.24,Low,4.5760000000000005
7.2,0.62,0.06,2.5,0.078,17.0,84.0,0.99746,3.51,0.53,9.7,5,863,0.08611111111111111,0.20238095238095238,0.2577319587628866,7.88,Moderate,5.141
7.2,0.635,0.07,2.6,0.077,16.0,86.0,0.99748,3.51,0.54,9.7,5,865,0.08819444444444445,0.18604651162790697,0.2680412371134021,7.905,Moderate,5.2379999999999995
6.9,0.56,0.03,1.5,0.086,36.0,46.0,0.99522,3.53,0.57,10.6,5,871,0.08115942028985508,0.782608695652174,0.14150943396226415,7.490000000000001,Moderate,6.041999999999999
7.3,0.35,0.24,2.0,0.067,28.0,48.0,0.99576,3.43,0.54,10.0,4,872,0.04794520547945205,0.5833333333333334,0.2,7.89,Moderate,5.4
8.8,0.31,0.4,2.8,0.109,7.0,16.0,0.99614,3.31,0.79,11.8,7,875,0.035227272727272725,0.4375,0.23728813559322032,9.510000000000002,Low,9.322000000000001
7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,6,877,0.09285714285714285,0.7209302325581395,0.17796610169491525,8.425,Moderate,6.726
